0.7443	0.0858	0.8301
0.7368	0.0852	0.8220
0.7019	0.0920	0.7939
0.6755	0.0734	0.7489
0.6895	0.0772	0.7668
0.6765	0.0855	0.7620
0.7220	0.0793	0.8013
0.6923	0.0841	0.7764
0.7142	0.0795	0.7938
0.6691	0.0819	0.7510
0.6863	0.0990	0.7854
0.6712	0.0840	0.7553
0.6818	0.0861	0.7679
0.6859	0.0932	0.7791
0.6784	0.0883	0.7667
0.6982	0.0887	0.7869
0.6948	0.0952	0.7900
0.6367	0.0870	0.7237
0.6487	0.0925	0.7412
0.6536	0.0885	0.7421
0.6701	0.0976	0.7677
0.6519	0.0893	0.7412
0.6095	0.0888	0.6983
0.6301	0.0863	0.7163
0.6269	0.0900	0.7169
0.6354	0.0949	0.7303
0.6133	0.0859	0.6992
0.5879	0.0924	0.6803
0.6006	0.0899	0.6905
0.6074	0.0910	0.6984
0.5700	0.0853	0.6553
0.6065	0.0984	0.7049
0.5749	0.0902	0.6651
0.5460	0.0800	0.6260
0.5460	0.0737	0.6197
0.5400	0.0768	0.6169
0.5502	0.0703	0.6205
0.5400	0.0728	0.6129
0.5173	0.0736	0.5908
0.5099	0.0689	0.5789
0.4874	0.0662	0.5536
0.5127	0.0588	0.5715
0.4695	0.0528	0.5223
0.4200	0.0477	0.4677
0.4376	0.0462	0.4838
0.4480	0.0455	0.4935
0.4946	0.0439	0.5385
0.5091	0.0401	0.5492
0.4076	0.0382	0.4459
0.4047	0.0373	0.4421
0.3673	0.0330	0.4003
0.3895	0.0302	0.4197
0.4078	0.0298	0.4375
0.4662	0.0283	0.4946
0.4514	0.0260	0.4774
0.4527	0.0235	0.4761
0.4464	0.0222	0.4687
0.4243	0.0213	0.4456
0.3940	0.0187	0.4127
0.3835	0.0189	0.4024
0.4093	0.0163	0.4256
0.3489	0.0151	0.3639
0.3924	0.0144	0.4067
0.4047	0.0138	0.4185
0.3547	0.0116	0.3663
0.3769	0.0122	0.3892
0.3722	0.0109	0.3831
0.4234	0.0092	0.4326
0.3712	0.0087	0.3799
0.3354	0.0080	0.3435
0.3532	0.0077	0.3608
0.3832	0.0070	0.3901
0.3504	0.0065	0.3569
0.3388	0.0060	0.3448
0.3017	0.0056	0.3073
0.3415	0.0050	0.3465
0.3904	0.0050	0.3954
0.3250	0.0045	0.3296
0.3150	0.0040	0.3190
0.3111	0.0040	0.3151
0.3045	0.0034	0.3079
0.3625	0.0031	0.3656
0.3526	0.0032	0.3559
0.3005	0.0031	0.3036
0.3372	0.0028	0.3400
0.3522	0.0024	0.3546
0.3214	0.0023	0.3237
