1.6205	3.7412	5.3617
1.2064	0.8160	2.0224
1.0994	0.1457	1.2451
1.0800	0.0241	1.1041
1.0785	0.0071	1.0855
1.0452	0.0047	1.0498
1.1319	0.0054	1.1374
1.1001	0.0070	1.1071
1.0629	0.0093	1.0722
1.0561	0.0103	1.0664
1.0561	0.0116	1.0677
1.0253	0.0138	1.0391
1.0367	0.0133	1.0500
1.0358	0.0169	1.0527
1.0135	0.0199	1.0334
1.0356	0.0199	1.0555
1.0155	0.0176	1.0331
0.9658	0.0213	0.9871
0.9904	0.0251	1.0154
0.9927	0.0249	1.0176
0.9900	0.0194	1.0094
1.0360	0.0334	1.0694
0.9982	0.0291	1.0273
0.9941	0.0289	1.0230
0.9876	0.0273	1.0149
0.9533	0.0346	0.9879
0.9938	0.0326	1.0264
0.9876	0.0342	1.0218
0.9584	0.0373	0.9957
0.9114	0.0361	0.9475
0.9530	0.0390	0.9920
0.9378	0.0433	0.9811
0.9353	0.0432	0.9784
0.9479	0.0421	0.9900
0.9132	0.0485	0.9617
0.8994	0.0454	0.9448
0.9102	0.0603	0.9705
0.8956	0.0587	0.9543
0.9028	0.0590	0.9617
0.8981	0.0581	0.9562
0.9066	0.0565	0.9630
0.8894	0.0615	0.9509
0.9074	0.0607	0.9681
0.8706	0.0631	0.9337
0.8511	0.0571	0.9082
0.8514	0.0602	0.9116
0.8259	0.0637	0.8895
0.8903	0.0629	0.9533
0.8712	0.0573	0.9284
0.8864	0.0648	0.9512
0.8678	0.0638	0.9316
0.8479	0.0594	0.9073
0.8484	0.0747	0.9232
0.8363	0.0757	0.9120
0.8453	0.0561	0.9014
0.8507	0.0683	0.9190
0.8253	0.0760	0.9012
0.8475	0.0672	0.9148
0.8333	0.0665	0.8998
0.8582	0.0763	0.9345
0.8487	0.0611	0.9098
0.8735	0.0732	0.9467
0.8163	0.0690	0.8853
0.8151	0.0613	0.8763
0.8089	0.0757	0.8846
0.8126	0.0648	0.8774
0.8356	0.0789	0.9146
0.7575	0.0661	0.8236
0.7793	0.0710	0.8503
0.8342	0.0719	0.9061
0.7766	0.0718	0.8484
0.8059	0.0742	0.8801
0.7811	0.0698	0.8508
0.7914	0.0731	0.8644
0.7856	0.0750	0.8606
0.7601	0.0703	0.8303
0.7787	0.0801	0.8588
0.8000	0.0683	0.8683
0.7594	0.0703	0.8297
0.7428	0.0661	0.8089
0.7658	0.0650	0.8308
0.7751	0.0681	0.8432
0.7290	0.0753	0.8043
0.7810	0.0713	0.8524
0.7587	0.0744	0.8331
0.7164	0.0645	0.7808
0.7581	0.0738	0.8319
0.7923	0.0757	0.8680
0.7842	0.0806	0.8648
0.7538	0.0743	0.8282
0.7718	0.0729	0.8447
0.7418	0.0756	0.8174
0.7220	0.0736	0.7957
0.7853	0.0766	0.8619
0.7748	0.0765	0.8512
0.7231	0.0892	0.8123
0.7256	0.0938	0.8195
0.7389	0.0738	0.8126
0.7102	0.0757	0.7858
0.7136	0.0794	0.7930
0.7397	0.0798	0.8195
0.7460	0.0849	0.8310
0.7429	0.0843	0.8271
0.7313	0.0724	0.8037
0.7169	0.0817	0.7986
0.6904	0.0790	0.7695
0.6897	0.0745	0.7642
0.7457	0.0848	0.8304
0.7271	0.0798	0.8069
0.6929	0.0806	0.7735
0.6954	0.0877	0.7831
0.7270	0.0802	0.8072
0.7280	0.0920	0.8200
