1.3553	163.6596	34.0872
1.0107	74.8946	15.9896
0.8917	28.3035	6.5524
0.8595	4.9525	1.8499
0.8560	0.0266	0.8613
0.8700	0.0331	0.8766
0.8283	0.0380	0.8359
0.8755	0.0502	0.8856
0.8241	0.0529	0.8347
0.7990	0.0606	0.8111
0.7950	0.0603	0.8071
0.7969	0.0745	0.8118
0.8218	0.0844	0.8387
0.8039	0.0798	0.8199
0.7965	0.0788	0.8123
0.8024	0.0941	0.8212
0.8188	0.0942	0.8376
0.7811	0.1040	0.8019
0.8390	0.1075	0.8605
0.7906	0.0935	0.8093
0.8304	0.1376	0.8579
0.7569	0.1182	0.7805
0.7721	0.1460	0.8013
0.7647	0.1641	0.7975
0.7868	0.1769	0.8221
0.7558	0.1375	0.7834
0.7947	0.1513	0.8249
0.7416	0.1643	0.7744
0.7723	0.1844	0.8092
0.7679	0.2026	0.8084
0.7361	0.1636	0.7688
0.7473	0.2041	0.7881
0.7383	0.2335	0.7850
0.7395	0.1905	0.7776
0.7834	0.1817	0.8198
0.7462	0.1930	0.7848
0.7006	0.1905	0.7388
0.7272	0.2135	0.7699
0.6986	0.1769	0.7340
0.6902	0.1758	0.7253
0.7366	0.1789	0.7723
0.7156	0.1911	0.7538
0.7251	0.2009	0.7653
0.7414	0.1790	0.7772
0.7246	0.2229	0.7692
0.7011	0.1830	0.7377
0.7103	0.2223	0.7547
0.7120	0.2198	0.7559
0.6723	0.2312	0.7185
0.6916	0.1846	0.7285
0.7025	0.2180	0.7461
0.7162	0.2065	0.7575
0.6916	0.2061	0.7328
0.6979	0.2197	0.7418
0.6559	0.2384	0.7036
0.6787	0.1902	0.7168
0.6809	0.1947	0.7199
0.6796	0.2417	0.7280
0.6362	0.2242	0.6810
0.6337	0.2229	0.6783
0.6367	0.2422	0.6852
0.6158	0.2483	0.6655
0.6158	0.2448	0.6648
0.6134	0.2508	0.6635
0.5615	0.2681	0.6151
0.5777	0.2489	0.6275
0.5665	0.2654	0.6196
0.5221	0.2949	0.5811
0.4943	0.2830	0.5509
0.4969	0.2780	0.5525
0.4896	0.2786	0.5454
0.4642	0.2430	0.5128
0.4583	0.2042	0.4991
0.4943	0.2183	0.5380
0.4280	0.1872	0.4654
0.3866	0.1929	0.4251
0.4318	0.1628	0.4643
0.4076	0.1546	0.4386
0.4106	0.1331	0.4372
0.4037	0.1285	0.4294
0.3686	0.1154	0.3917
0.3438	0.1023	0.3643
0.3875	0.0923	0.4059
0.3797	0.0856	0.3968
0.3837	0.0733	0.3983
0.3359	0.0708	0.3501
0.3323	0.0628	0.3448
0.3321	0.0544	0.3430
0.3378	0.0484	0.3475
0.3262	0.0452	0.3353
0.3432	0.0406	0.3513
0.3159	0.0387	0.3236
0.3493	0.0337	0.3560
0.3085	0.0310	0.3147
0.3732	0.0264	0.3785
0.3273	0.0259	0.3325
0.3204	0.0241	0.3253
0.3351	0.0222	0.3395
0.3279	0.0199	0.3319
0.3344	0.0211	0.3386
0.2934	0.0191	0.2972
0.3248	0.0172	0.3282
0.3196	0.0171	0.3230
0.3023	0.0167	0.3057
0.3064	0.0174	0.3098
